id,playerId,name,position,rating,potential,cardType,value,wage,photoUrl,nationality,clubName,clubLogoUrl,league,age,preferredFoot,stats.pace,stats.shooting,stats.passing,stats.dribbling,stats.defending,stats.physical
eafc-p-239818,239818,Rúben Dias,DFC,88,88,Special,38707200,€352.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239818.png?padding=0.7,Portugal,Manchester City,https://drop-assets.ea.com/images/4asmNLic4aQn6cjlEg1t5u/88bea3ddd6c1f620bbf813041f248685/l10.png,Premier League,29,Derecho,67,39,70,69,89,87
eafc-p-188545,188545,Robert Lewandowski,DC,88,88,Special,15482880,€352.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p188545.png?padding=0.7,Polonia,FC Barcelona,https://drop-assets.ea.com/images/5VXhqALaBzgvb2YG8iJxlq/990024f3e3ecc9e6c37eae41ebef86bd/l241.png,LALIGA EA SPORTS,38,Derecho,75,88,79,86,44,84
eafc-p-239053,239053,Federico Valverde,MC,88,88,Special,38707200,€352.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239053.png?padding=0.7,Uruguay,Real Madrid,https://drop-assets.ea.com/images/Pk8nYrWuRt895RlhJx8jI/445d98b711f413a3a1e70c41b19b0f95/l243.png,LALIGA EA SPORTS,28,Derecho,88,82,84,84,80,84
eafc-p-210257,210257,Ederson,POR,88,88,Special,15482880,€352.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p210257.png?padding=0.7,Brasil,Manchester City,https://drop-assets.ea.com/images/4asmNLic4aQn6cjlEg1t5u/88bea3ddd6c1f620bbf813041f248685/l10.png,Premier League,33,Izquierdo,87,82,91,86,87,88
eafc-p-218667,218667,Bernardo Silva,MC,88,88,Special,15482880,€352.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p218667.png?padding=0.7,Portugal,Manchester City,https://drop-assets.ea.com/images/4asmNLic4aQn6cjlEg1t5u/88bea3ddd6c1f620bbf813041f248685/l10.png,Premier League,32,Izquierdo,75,78,86,92,71,69
eafc-p-200389,200389,Jan Oblak,POR,88,88,Special,15482880,€352.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p200389.png?padding=0.7,Eslovenia,Atlético de Madrid,https://drop-assets.ea.com/images/vYcueolPvaGx8blMqhPZ5/5dc3479fc8b85d475fd980c53fc2056f/l240.png,LALIGA EA SPORTS,33,Derecho,85,90,78,86,87,88
eafc-p-205452,205452,Antonio Rüdiger,DFC,88,88,Special,15482880,€352.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p205452.png?padding=0.7,Alemania,Real Madrid,https://drop-assets.ea.com/images/Pk8nYrWuRt895RlhJx8jI/445d98b711f413a3a1e70c41b19b0f95/l243.png,LALIGA EA SPORTS,33,Derecho,82,55,73,70,86,86
eafc-p-256630,256630,Florian Wirtz,MCO,88,88,Special,54190080,€352.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256630.png?padding=0.7,Alemania,Leverkusen,https://drop-assets.ea.com/images/mGqQw1um1ucUAshcK0Eop/9c7fe656f526c98b217ff2a052377b5c/l32.png,Bundesliga,23,Derecho,81,78,87,89,50,67
eafc-p-235073,235073,Gregor Kobel,POR,88,88,Special,38707200,€352.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p235073.png?padding=0.7,Suiza,Borussia Dortmund,https://drop-assets.ea.com/images/TmqxUZk2FrbFXOK1kdE89/3dce225926ac7cfd9f283ecd731fa710/l22.png,Bundesliga,29,Derecho,87,86,73,87,89,88
eafc-p-243715,243715,William Saliba,DFC,87,87,Special,36338050,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243715.png?padding=0.7,Francia,Arsenal,https://drop-assets.ea.com/images/2ng99bvkwKaA228PJje39i/09d2df89a78377d3f8d3f78469cbadc9/l1.png,Premier League,25,Derecho,82,39,70,74,87,83
eafc-p-232293,232293,Victor Osimhen,DC,87,87,Special,36338050,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232293.png?padding=0.7,Nigeria,Galatasaray,https://drop-assets.ea.com/images/6P5sN0m3ZRE23vjlT8gh5q/f7f9acf3a7be5ea12f889d93dbdfd48f/l325.png,Trendyol Süper Lig,28,Derecho,89,84,65,81,42,82
eafc-p-256790,256790,Jamal Musiala,MCO,87,87,Special,50873270,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256790.png?padding=0.7,Alemania,FC Bayern München,https://drop-assets.ea.com/images/3p0dv1pGWIH6lGAKZssZKH/4f70d2c5a3c147f3e006c863e85e4993/l21.png,Bundesliga,23,Derecho,84,81,78,90,63,64
eafc-p-246669,246669,Bukayo Saka,ED,87,87,Special,36338050,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246669.png?padding=0.7,Inglaterra,Arsenal,https://drop-assets.ea.com/images/2ng99bvkwKaA228PJje39i/09d2df89a78377d3f8d3f78469cbadc9/l1.png,Premier League,25,Izquierdo,85,83,81,88,60,70
eafc-p-211110,211110,Paulo Dybala,MCO,87,87,Special,14535220,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p211110.png?padding=0.7,Argentina,AS Roma,https://drop-assets.ea.com/images/2ruQP0TDYcCmtVFKr9qMBI/5f53795056598b1faac31300900b8671/l52.png,Serie A Enilive,33,Izquierdo,80,85,84,89,41,65
eafc-p-232656,232656,Theo Hernández,LI,87,87,Special,36338050,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232656.png?padding=0.7,Francia,Milano FC,https://drop-assets.ea.com/images/6D3s1RlLRER3UOunC4Lofv/ec87a4178160a87521b0b7c688e7638e/l131681.png,Serie A Enilive,29,Izquierdo,95,76,78,84,81,89
eafc-p-190871,190871,Neymar Jr,EI,87,87,Special,14535220,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p190871.png?padding=0.7,Brasil,Al Hilal,https://drop-assets.ea.com/images/S6sbDN9mfGaVn2VJDekYR/c6f580c98a0d614b0b308a89a241c6ab/l605.png,ROSHN Saudi League,34,Derecho,85,79,84,92,37,60
eafc-p-234378,234378,Declan Rice,MCD,87,87,Special,36338050,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234378.png?padding=0.7,Inglaterra,Arsenal,https://drop-assets.ea.com/images/2ng99bvkwKaA228PJje39i/09d2df89a78377d3f8d3f78469cbadc9/l1.png,Premier League,27,Derecho,73,72,82,79,84,85
eafc-p-228702,228702,Frenkie de Jong,MC,87,87,Special,36338050,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p228702.png?padding=0.7,Holanda,FC Barcelona,https://drop-assets.ea.com/images/5VXhqALaBzgvb2YG8iJxlq/990024f3e3ecc9e6c37eae41ebef86bd/l241.png,LALIGA EA SPORTS,29,Derecho,82,69,86,87,77,78
eafc-p-215698,215698,Mike Maignan,POR,87,87,Special,36338050,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p215698.png?padding=0.7,Francia,Milano FC,https://drop-assets.ea.com/images/6D3s1RlLRER3UOunC4Lofv/ec87a4178160a87521b0b7c688e7638e/l131681.png,Serie A Enilive,31,Derecho,84,83,85,84,88,87
eafc-p-212198,212198,Bruno Fernandes,MCO,87,87,Special,14535220,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212198.png?padding=0.7,Portugal,Man Utd,https://drop-assets.ea.com/images/5xxJeUfFY6FEQZEJyJK35/990979becf88b88ecb6461dc441c2ebf/l11.png,Premier League,32,Derecho,70,85,88,83,65,75
eafc-p-200104,200104,Heung Min Son,DC,87,87,Special,14535220,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p200104.png?padding=0.7,República de Corea,Spurs,https://drop-assets.ea.com/images/7kUcyCh5xGrzQlcjP2Q9NH/11aba507486f44765ee5938b1b5b097e/l18.png,Premier League,34,Derecho,87,89,81,85,42,73
eafc-p-207865,207865,Marquinhos,DFC,87,87,Special,14535220,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p207865.png?padding=0.7,Brasil,PSG,https://drop-assets.ea.com/images/2QwnhmHh5K7bjkfZAF7ZCi/7c53874542fb5c606ff810a4b1f6b88b/l73.png,Ligue 1 McDonald's,32,Derecho,79,56,75,74,89,81
eafc-p-237383,237383,Alessandro Bastoni,DFC,87,87,Special,36338050,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237383.png?padding=0.7,Italia,Lombardia FC,https://drop-assets.ea.com/images/1thPMvXN97JgFvt6ASWr4c/d2ca0a691a98c344305bc0975ab70314/l131682.png,Serie A Enilive,27,Izquierdo,75,43,75,76,87,83
eafc-p-186942,186942,İlkay Gündoğan,MC,87,87,Special,14535220,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p186942.png?padding=0.7,Alemania,Manchester City,https://drop-assets.ea.com/images/4asmNLic4aQn6cjlEg1t5u/88bea3ddd6c1f620bbf813041f248685/l10.png,Premier League,36,Derecho,62,83,85,87,74,73
eafc-p-202811,202811,Emiliano Martínez,POR,87,87,Special,14535220,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p202811.png?padding=0.7,Argentina,Aston Villa,https://drop-assets.ea.com/images/57c0ppYsEA88xL0gxqce8K/99605df97c6a96ea3b6e8a424c217af0/l2.png,Premier League,34,Derecho,84,82,83,87,86,87
eafc-p-224232,224232,Nicolò Barella,MC,87,87,Special,36338050,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p224232.png?padding=0.7,Italia,Lombardia FC,https://drop-assets.ea.com/images/1thPMvXN97JgFvt6ASWr4c/d2ca0a691a98c344305bc0975ab70314/l131682.png,Serie A Enilive,29,Derecho,81,78,83,86,80,82
eafc-p-177683,177683,Yann Sommer,POR,87,87,Special,14535220,€348.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p177683.png?padding=0.7,Suiza,Lombardia FC,https://drop-assets.ea.com/images/1thPMvXN97JgFvt6ASWr4c/d2ca0a691a98c344305bc0975ab70314/l131682.png,Serie A Enilive,38,Derecho,83,84,85,86,89,87
eafc-p-20801,20801,Cristiano Ronaldo,DC,86,86,Special,13627040,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p20801.png?padding=0.7,Portugal,Al Nassr,https://drop-assets.ea.com/images/6oPkjdKPFc4aHfFp7UGXB7/262e529bd81a51c0b5f317e61b3f5985/l112139.png,ROSHN Saudi League,41,Derecho,77,88,77,80,34,77
eafc-p-232580,232580,Gabriel,DFC,86,86,Special,34067600,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232580.png?padding=0.7,Brasil,Arsenal,https://drop-assets.ea.com/images/2ng99bvkwKaA228PJje39i/09d2df89a78377d3f8d3f78469cbadc9/l1.png,Premier League,29,Izquierdo,69,41,63,61,86,82
eafc-p-199503,199503,Granit Xhaka,MCD,86,86,Special,13627040,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p199503.png?padding=0.7,Suiza,Leverkusen,https://drop-assets.ea.com/images/mGqQw1um1ucUAshcK0Eop/9c7fe656f526c98b217ff2a052377b5c/l32.png,Bundesliga,34,Izquierdo,50,75,85,74,79,82
eafc-p-243812,243812,Rodrygo,ED,86,86,Special,34067600,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243812.png?padding=0.7,Brasil,Real Madrid,https://drop-assets.ea.com/images/Pk8nYrWuRt895RlhJx8jI/445d98b711f413a3a1e70c41b19b0f95/l243.png,LALIGA EA SPORTS,25,Derecho,89,81,79,88,31,64
eafc-p-210514,210514,João Cancelo,LI,86,86,Special,13627040,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p210514.png?padding=0.7,Portugal,Al Hilal,https://drop-assets.ea.com/images/S6sbDN9mfGaVn2VJDekYR/c6f580c98a0d614b0b308a89a241c6ab/l605.png,ROSHN Saudi League,32,Derecho,81,73,85,85,80,72
eafc-p-241721,241721,Rafael Leão,EI,86,86,Special,34067600,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241721.png?padding=0.7,Portugal,Milano FC,https://drop-assets.ea.com/images/6D3s1RlLRER3UOunC4Lofv/ec87a4178160a87521b0b7c688e7638e/l131681.png,Serie A Enilive,27,Derecho,94,79,80,87,28,77
eafc-p-210035,210035,Grimaldo,EI,86,86,Special,34067600,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p210035.png?padding=0.7,España,Leverkusen,https://drop-assets.ea.com/images/mGqQw1um1ucUAshcK0Eop/9c7fe656f526c98b217ff2a052377b5c/l32.png,Bundesliga,31,Izquierdo,74,73,88,85,76,71
eafc-p-177003,177003,Luka Modrić,MC,86,86,Special,13627040,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p177003.png?padding=0.7,Croacia,Real Madrid,https://drop-assets.ea.com/images/Pk8nYrWuRt895RlhJx8jI/445d98b711f413a3a1e70c41b19b0f95/l243.png,LALIGA EA SPORTS,41,Derecho,72,76,88,87,71,64
eafc-p-239837,239837,Alexis Mac Allister,MC,86,86,Special,34067600,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239837.png?padding=0.7,Argentina,Liverpool,https://drop-assets.ea.com/images/3mmzooNXBDCKuCy6kWcGQo/2e332a30fe2a7225a88fcb1898f48bbf/l9.png,Premier League,28,Derecho,69,82,85,84,76,76
eafc-p-204963,204963,Carvajal,LD,86,86,Special,13627040,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p204963.png?padding=0.7,España,Real Madrid,https://drop-assets.ea.com/images/Pk8nYrWuRt895RlhJx8jI/445d98b711f413a3a1e70c41b19b0f95/l243.png,LALIGA EA SPORTS,34,Derecho,81,58,79,81,81,79
eafc-p-231443,231443,Ousmane Dembélé,ED,86,86,Special,34067600,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231443.png?padding=0.7,Francia,PSG,https://drop-assets.ea.com/images/2QwnhmHh5K7bjkfZAF7ZCi/7c53874542fb5c606ff810a4b1f6b88b/l73.png,Ligue 1 McDonald's,29,Izquierdo,92,75,82,88,41,57
eafc-p-231281,231281,Trent Alexander-Arnold,LD,86,86,Special,34067600,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231281.png?padding=0.7,Inglaterra,Liverpool,https://drop-assets.ea.com/images/3mmzooNXBDCKuCy6kWcGQo/2e332a30fe2a7225a88fcb1898f48bbf/l9.png,Premier League,28,Derecho,75,72,90,80,80,74
eafc-p-251854,251854,Pedri,MC,86,86,Special,34067600,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p251854.png?padding=0.7,España,FC Barcelona,https://drop-assets.ea.com/images/5VXhqALaBzgvb2YG8iJxlq/990024f3e3ecc9e6c37eae41ebef86bd/l241.png,LALIGA EA SPORTS,24,Derecho,77,69,82,88,70,74
eafc-p-213331,213331,Jonathan Tah,DFC,86,86,Special,34067600,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p213331.png?padding=0.7,Alemania,Leverkusen,https://drop-assets.ea.com/images/mGqQw1um1ucUAshcK0Eop/9c7fe656f526c98b217ff2a052377b5c/l32.png,Bundesliga,30,Derecho,71,38,60,62,86,84
eafc-p-165153,165153,Karim Benzema,DC,86,86,Special,13627040,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p165153.png?padding=0.7,Francia,Al Ittihad,https://drop-assets.ea.com/images/21L35ZnVrrvEeFouMeqs8Q/b631b443b4d37e1712ed79f2487d850c/l607.png,ROSHN Saudi League,39,Derecho,77,85,81,84,38,77
eafc-p-239580,239580,Bremer,DFC,86,86,Special,34067600,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239580.png?padding=0.7,Brasil,Juventus,https://drop-assets.ea.com/images/6zWQmPATtK8lpsiXbKb3mY/6b2d1dab08ef14f63271a5cd70a0db0d/l45.png,Serie A Enilive,29,Derecho,82,50,58,66,86,85
eafc-p-212622,212622,Joshua Kimmich,LD,86,86,Special,34067600,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212622.png?padding=0.7,Alemania,FC Bayern München,https://drop-assets.ea.com/images/3p0dv1pGWIH6lGAKZssZKH/4f70d2c5a3c147f3e006c863e85e4993/l21.png,Bundesliga,31,Derecho,69,74,88,84,81,77
eafc-p-230869,230869,Unai Simón,POR,86,86,Special,34067600,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p230869.png?padding=0.7,España,Athletic Club,https://drop-assets.ea.com/images/5lGGXYvaOCdAYlo8xWPzQb/7092243785809519c68b482ad21b2c41/l448.png,LALIGA EA SPORTS,29,Derecho,85,81,78,85,86,86
eafc-p-167495,167495,Manuel Neuer,POR,86,86,Special,13627040,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p167495.png?padding=0.7,Alemania,FC Bayern München,https://drop-assets.ea.com/images/3p0dv1pGWIH6lGAKZssZKH/4f70d2c5a3c147f3e006c863e85e4993/l21.png,Bundesliga,40,Derecho,83,81,90,88,83,86
eafc-p-208128,208128,Hakan Çalhanoğlu,MCD,86,86,Special,13627040,€344.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p208128.png?padding=0.7,Turquía,Lombardia FC,https://drop-assets.ea.com/images/1thPMvXN97JgFvt6ASWr4c/d2ca0a691a98c344305bc0975ab70314/l131682.png,Serie A Enilive,32,Derecho,71,80,87,85,79,76
eafc-p-247635,247635,Khvicha Kvaratskhelia,EI,85,85,Special,31893750,€340.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p247635.png?padding=0.7,Georgia,SSC Napoli,https://drop-assets.ea.com/images/2FIV26KpnSXl3Nv8Ar6jk3/d8461aa150da3d433fccc34bc80c978f/l48.png,Serie A Enilive,25,Derecho,86,79,80,86,41,71
eafc-p-197445,197445,David Alaba,DFC,85,85,Special,12757500,€340.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p197445.png?padding=0.7,Austria,Real Madrid,https://drop-assets.ea.com/images/Pk8nYrWuRt895RlhJx8jI/445d98b711f413a3a1e70c41b19b0f95/l243.png,LALIGA EA SPORTS,34,Izquierdo,79,71,83,80,85,77
eafc-p-253163,253163,Ronald Araujo,DFC,85,85,Special,31893750,€340.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p253163.png?padding=0.7,Uruguay,FC Barcelona,https://drop-assets.ea.com/images/5VXhqALaBzgvb2YG8iJxlq/990024f3e3ecc9e6c37eae41ebef86bd/l241.png,LALIGA EA SPORTS,27,Derecho,82,53,64,62,85,84
eafc-p-212194,212194,Julian Brandt,MCO,85,85,Special,31893750,€340.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212194.png?padding=0.7,Alemania,Borussia Dortmund,https://drop-assets.ea.com/images/TmqxUZk2FrbFXOK1kdE89/3dce225926ac7cfd9f283ecd731fa710/l22.png,Bundesliga,30,Derecho,71,79,85,86,50,70
eafc-p-240130,240130,Éder Militão,DFC,85,85,Special,31893750,€340.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240130.png?padding=0.7,Brasil,Real Madrid,https://drop-assets.ea.com/images/Pk8nYrWuRt895RlhJx8jI/445d98b711f413a3a1e70c41b19b0f95/l243.png,LALIGA EA SPORTS,28,Derecho,85,50,69,71,85,82
eafc-p-247851,247851,Bruno Guimarães,MCD,85,85,Special,31893750,€340.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p247851.png?padding=0.7,Brasil,Newcastle Utd,https://drop-assets.ea.com/images/69fXoaX4p9zFwKaZYoNtNX/14d86649a9b5a3f7e876cc3d46357b5d/l13.png,Premier League,29,Derecho,68,75,83,84,79,83
eafc-p-233731,233731,Alexander Isak,DC,85,85,Special,31893750,€340.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233731.png?padding=0.7,Suecia,Newcastle Utd,https://drop-assets.ea.com/images/69fXoaX4p9zFwKaZYoNtNX/14d86649a9b5a3f7e876cc3d46357b5d/l13.png,Premier League,27,Derecho,85,84,73,86,39,74
eafc-p-215914,215914,N'Golo Kanté,MCD,85,85,Special,12757500,€340.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p215914.png?padding=0.7,Francia,Al Ittihad,https://drop-assets.ea.com/images/21L35ZnVrrvEeFouMeqs8Q/b631b443b4d37e1712ed79f2487d850c/l607.png,ROSHN Saudi League,35,Derecho,76,65,73,80,85,78
